work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,company_location,company_size
2,2,2,194,264200,84,77,1
2,2,2,194,143100,84,77,1
2,2,2,194,140000,84,77,1
2,2,2,194,114634,84,77,1
2,3,2,168,264200,84,77,1
2,3,2,168,143100,84,77,1
2,2,2,97,279400,84,77,1
2,2,2,97,249385,84,77,1
2,3,2,97,214500,84,77,1
2,3,2,97,143100,84,77,1
2,2,2,110,154818,84,77,1
2,2,2,110,96761,84,77,1
2,3,2,141,314000,84,77,1
2,3,2,141,253000,84,77,1
2,3,2,141,215000,84,77,1
2,3,2,141,135000,84,77,1
2,3,2,141,207800,84,77,1
2,0,2,254,145000,84,77,1
2,2,2,26,229925,84,77,1
2,2,2,26,127900,84,77,1
2,2,2,64,250600,84,77,1
2,2,2,64,166600,84,77,1
2,2,2,144,81563,84,77,1
2,2,2,144,69329,84,77,1
2,3,2,169,314400,84,77,1
2,3,2,169,161600,84,77,1
2,0,2,24,152000,84,77,1
2,0,2,24,63000,84,77,1
2,3,2,168,220000,84,77,1
2,3,2,168,150000,84,77,1
2,3,2,265,189000,84,77,1
2,3,2,265,89000,84,77,1
2,0,2,168,70000,84,77,1
2,0,2,168,52016,84,77,1
2,2,2,168,264200,84,77,1
2,2,2,168,143100,84,77,1
2,2,2,38,56453,88,80,1
2,2,2,38,43582,88,80,1
2,3,2,168,251000,84,77,1
2,3,2,168,177000,84,77,1
2,3,2,151,150000,12,11,1
2,3,2,151,100000,12,11,1
2,0,2,84,134150,84,77,1
2,0,2,84,83840,84,77,1
2,2,2,211,234500,84,77,1
2,2,2,211,101900,84,77,1
2,2,2,273,213400,31,29,1
2,2,2,273,135500,31,29,1
2,2,2,237,213400,84,77,1
2,2,2,237,135500,84,77,1
2,3,2,65,108500,84,77,1
2,3,2,65,78800,84,77,1
2,0,2,97,42500,31,29,1
2,0,2,97,35000,31,29,1
2,2,2,64,130000,84,77,1
2,2,2,64,105000,84,77,1
2,2,2,141,68750,31,29,1
2,2,2,141,62500,31,29,1
2,2,2,141,171835,84,77,0
2,2,2,141,114557,84,77,0
2,2,2,141,180200,84,77,1
2,2,2,141,85800,84,77,1
2,0,2,141,102643,84,77,1
2,0,2,141,65007,84,77,1
2,2,2,141,180200,84,77,1
2,2,2,141,85800,84,77,1
2,3,2,55,190200,84,77,1
2,3,2,55,126800,84,77,1
2,2,2,81,174000,84,77,1
2,2,2,81,99800,84,77,1
2,3,2,266,266875,84,77,1
2,3,2,266,128250,84,77,1
2,3,2,269,285000,84,77,1
2,3,2,269,125500,84,77,1
2,3,2,211,299375,84,77,1
2,3,2,211,143625,84,77,1
2,3,2,276,168100,84,77,1
2,3,2,276,107500,84,77,1
2,2,2,168,92500,84,77,1
2,2,2,168,61700,84,77,1
2,3,2,168,176770,84,77,1
2,3,2,168,144630,84,77,1
2,2,2,250,209500,84,77,1
2,2,2,250,147500,84,77,1
2,2,2,61,127650,84,77,1
2,2,2,61,82450,84,77,1
2,3,2,254,120000,84,77,1
2,3,2,254,95000,84,77,1
2,3,2,94,201500,84,77,1
2,3,2,94,124500,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,2,2,228,100000,12,11,1
2,2,2,228,92307,12,11,1
2,3,2,117,220900,84,77,1
2,3,2,117,122200,84,77,1
2,0,2,84,96400,84,77,1
2,0,2,84,64200,84,77,1
2,3,2,90,188640,84,77,1
2,3,2,90,125760,84,77,1
2,2,2,4,250000,84,77,1
2,2,2,4,160000,84,77,1
2,3,2,168,184200,84,77,1
2,3,2,168,111600,84,77,1
2,1,2,24,170760,84,77,1
2,1,2,24,113840,84,77,1
2,3,2,141,170760,84,77,1
2,3,2,141,113840,84,77,1
2,2,2,97,175400,84,77,1
2,2,2,97,106300,84,77,1
2,3,2,97,169578,84,77,1
2,3,2,97,113052,84,77,1
2,3,2,97,146875,84,77,1
2,3,2,97,81250,84,77,1
2,3,2,97,145000,84,77,1
2,3,2,97,120000,84,77,1
2,3,2,141,236872,84,77,1
2,3,2,141,148045,84,77,1
2,3,2,141,155376,84,77,1
2,3,2,141,95264,84,77,1
2,3,2,141,259200,84,77,1
2,3,2,141,157000,84,77,1
2,3,2,254,253000,84,77,1
2,3,2,254,160000,84,77,1
2,3,2,168,200000,84,77,1
2,3,2,168,165000,84,77,1
2,3,2,102,175000,84,77,1
2,3,2,102,150000,84,77,1
2,3,2,24,170760,84,77,1
2,3,2,24,113840,84,77,1
2,3,2,24,170760,84,77,1
2,3,2,24,113840,84,77,1
2,2,2,254,253000,84,77,1
2,2,2,254,160000,84,77,1
2,3,2,168,228800,84,77,1
2,3,2,168,141400,84,77,1
2,3,2,168,304750,84,77,1
2,3,2,168,164000,84,77,1
2,3,2,265,278800,84,77,1
2,3,2,265,154000,84,77,1
2,3,2,168,178250,84,77,1
2,3,2,168,92000,84,77,1
2,3,2,269,215000,12,11,1
2,3,2,269,98076,12,11,1
2,3,2,269,276000,84,77,1
2,3,2,269,148000,84,77,1
2,3,2,168,304750,84,77,1
2,3,2,168,164000,84,77,1
2,3,2,266,231000,84,77,1
2,3,2,266,197000,84,77,1
2,1,2,246,175000,84,77,1
2,1,2,246,150000,84,77,1
2,2,2,211,277000,84,77,1
2,2,2,211,251576,84,77,1
2,2,2,141,156500,84,77,1
2,2,2,141,118414,84,77,1
2,2,2,97,242500,84,77,1
2,2,2,97,190486,84,77,1
2,3,2,97,156500,84,77,1
2,3,2,97,112000,84,77,1
2,3,2,97,160000,84,77,1
2,3,2,97,75000,84,77,1
2,2,2,97,228000,84,77,1
2,2,2,97,129000,84,77,1
2,3,2,194,116500,84,77,1
2,3,2,194,116500,84,77,1
2,2,2,168,225000,84,77,1
2,2,2,168,150000,84,77,1
2,2,2,168,225000,84,77,1
2,2,2,168,150000,84,77,1
2,3,2,112,210000,49,46,1
2,3,2,112,122500,49,46,1
2,3,2,84,94068,12,11,1
2,3,2,84,71967,12,11,1
2,3,2,84,135000,84,77,1
2,3,2,84,80000,84,77,1
2,0,2,84,100000,84,77,1
2,0,2,84,70000,84,77,1
2,0,2,84,28800,88,80,1
2,0,2,84,21600,88,80,1
2,2,2,241,140000,84,77,1
2,2,2,241,140000,84,77,1
2,3,2,194,250600,84,77,1
2,3,2,194,166600,84,77,1
2,2,2,194,180000,84,77,1
2,2,2,194,115000,84,77,1
2,3,2,206,200000,84,77,1
2,3,2,206,125000,84,77,1
2,3,2,141,294000,84,77,1
2,3,2,141,137600,84,77,1
2,2,2,120,184142,84,77,1
2,2,2,120,110261,84,77,1
2,3,2,266,259000,84,77,1
2,3,2,266,204000,84,77,1
2,3,2,9,125000,84,77,1
2,3,2,9,110000,84,77,1
2,3,2,121,178090,84,77,1
2,3,2,121,81978,84,77,1
2,2,2,266,264200,84,77,1
2,2,2,266,143100,84,77,1
2,3,2,211,200400,84,77,1
2,3,2,135,143800,84,77,1
2,3,2,135,86300,84,77,1
2,2,2,97,234000,84,77,0
2,2,2,97,156000,84,77,0
2,2,2,97,104900,84,77,1
2,2,2,97,73600,84,77,1
2,3,2,97,184600,84,77,1
2,3,2,97,110800,84,77,1
2,3,2,65,108500,84,77,1
2,3,2,65,78800,84,77,1
2,3,2,241,250200,84,77,1
2,3,2,241,117200,84,77,1
2,3,2,241,250200,84,77,1
2,3,2,241,117200,84,77,1
2,2,2,168,120000,84,77,1
2,2,2,168,83028,84,77,1
2,2,2,211,271000,84,77,1
2,2,2,211,151000,84,77,1
2,2,2,168,174200,84,77,1
2,2,2,168,115700,84,77,1
2,2,2,168,100000,84,77,1
2,2,2,168,68123,84,77,1
2,3,2,168,170000,84,77,1
2,3,2,168,126017,84,77,1
2,0,2,168,80000,84,77,1
2,0,2,168,56566,84,77,1
2,3,2,168,140000,84,77,1
2,3,2,168,103685,84,77,1
2,2,2,168,193200,84,77,1
2,2,2,168,128300,84,77,1
2,3,2,266,294000,84,77,1
2,3,2,266,137600,84,77,1
2,3,2,168,312200,84,77,1
2,3,2,168,175800,84,77,1
2,2,2,168,166000,84,77,1
2,2,2,168,106000,84,77,1
2,2,2,254,200000,84,77,1
2,2,2,254,136000,84,77,1
2,0,2,211,124805,84,77,0
2,0,2,211,83203,84,77,0
2,3,2,168,294000,84,77,1
2,3,2,168,137600,84,77,1
2,3,2,121,193000,84,77,1
2,3,2,121,84600,84,77,1
2,3,2,141,251931,84,77,1
2,3,2,141,227938,84,77,1
2,2,2,141,172000,84,77,1
2,2,2,141,75600,84,77,1
2,2,2,97,137000,84,77,1
2,2,2,97,60400,84,77,1
2,2,2,144,52021,84,77,1
2,2,2,144,52021,84,77,1
2,0,2,24,150000,84,77,1
2,0,2,24,110000,84,77,1
2,3,2,84,118575,84,77,1
2,3,2,84,84000,84,77,1
2,2,2,87,81500,84,77,1
2,2,2,87,54300,84,77,1
2,0,2,84,113800,84,77,1
2,0,2,84,79700,84,77,1
2,0,2,84,119200,12,11,1
2,0,2,84,64200,12,11,1
2,2,2,266,156700,84,77,1
2,2,2,266,74600,84,77,1
2,3,2,168,106250,31,29,1
2,3,2,168,81250,31,29,1
2,0,2,266,82000,84,77,1
2,0,2,266,37000,84,77,1
2,3,2,141,166860,84,77,1
2,3,2,141,83430,84,77,1
2,2,2,141,187158,84,77,1
2,2,2,141,116974,84,77,1
2,3,2,141,259200,84,77,1
2,3,2,141,157000,84,77,1
2,3,2,24,110000,84,77,1
2,3,2,24,60000,84,77,1
2,3,2,81,130900,84,77,1
2,3,2,81,79400,84,77,1
2,3,2,81,130900,84,77,1
2,3,2,81,79400,84,77,1
2,3,2,94,180000,84,77,1
2,3,2,94,160000,84,77,1
2,3,2,211,183456,84,77,1
2,3,2,211,122304,84,77,1
2,3,2,26,246600,84,77,1
2,3,2,26,134800,84,77,1
2,1,2,97,323300,84,77,1
2,1,2,97,200500,84,77,1
2,2,2,97,175400,84,77,1
2,2,2,97,106300,84,77,1
2,3,2,97,144000,84,77,1
2,3,2,97,128000,84,77,1
2,3,2,161,120000,84,77,1
2,3,2,161,110000,84,77,1
2,2,2,3,100000,84,77,1
2,2,2,3,95000,84,77,1
2,3,2,105,247200,84,77,1
2,3,2,105,124373,84,77,1
2,2,2,84,110000,84,77,1
2,2,2,84,70000,84,77,1
2,2,2,81,116040,84,77,1
2,2,2,81,77360,84,77,1
2,2,2,211,112000,84,77,1
2,2,2,211,71000,84,77,1
2,3,2,168,194300,84,77,1
2,3,2,168,99000,84,77,1
2,3,2,206,163200,12,11,1
2,3,2,206,108800,12,11,1
2,0,2,168,60000,84,77,1
2,0,2,168,56000,84,77,1
2,0,2,168,60000,84,77,1
2,0,2,168,56000,84,77,1
2,1,2,60,200000,84,77,1
2,1,2,60,175000,84,77,1
2,3,2,24,115200,12,11,1
2,3,2,24,76800,12,11,1
2,2,2,38,85250,84,77,1
2,2,2,38,62000,84,77,1
2,2,2,97,192703,84,77,1
2,2,2,97,82220,84,77,1
2,3,2,120,178250,84,77,1
2,3,2,120,131750,84,77,1
2,3,2,211,300000,84,77,1
2,3,2,211,200000,84,77,1
2,3,2,24,131040,84,77,1
2,3,2,24,87360,84,77,1
2,1,2,211,234240,84,77,1
2,1,2,211,156160,84,77,1
2,3,2,135,170760,84,77,1
2,3,2,135,113840,84,77,1
2,3,2,112,245400,84,77,1
2,3,2,112,163600,84,77,1
2,3,2,24,170760,84,77,1
2,3,2,24,113840,84,77,1
2,3,2,64,120000,84,77,1
2,3,2,64,102000,84,77,1
2,3,2,168,188640,84,77,1
2,3,2,168,125760,84,77,1
2,2,2,38,68270,84,77,1
2,2,2,38,55341,84,77,1
2,3,2,24,144600,84,77,1
2,3,2,24,96400,84,77,1
2,3,2,194,225300,84,77,1
2,3,2,194,155300,84,77,1
2,3,2,81,125000,84,77,1
2,3,2,81,110000,84,77,1
2,2,2,97,205600,84,77,0
2,2,2,97,118900,84,77,0
2,2,2,35,222200,84,77,0
2,2,2,35,136000,84,77,0
2,2,2,35,212800,84,77,0
2,2,2,35,129400,84,77,0
2,3,2,168,181250,31,29,1
2,3,2,168,150000,31,29,1
2,2,2,169,259000,84,77,1
2,2,2,169,204000,84,77,1
2,3,2,211,246888,84,77,1
2,3,2,211,154305,84,77,1
2,3,2,211,246888,84,77,1
2,3,2,211,154305,84,77,1
2,2,2,211,142800,84,77,0
2,2,2,211,66800,84,77,0
2,2,2,211,190000,12,11,1
2,2,2,211,130000,12,11,1
2,2,2,38,171000,84,77,1
2,2,2,38,136800,84,77,1
2,2,2,228,50000,31,29,1
2,2,2,228,37500,31,29,1
2,3,2,228,62500,31,29,1
2,3,2,228,56250,31,29,1
2,0,2,113,62000,84,77,1
2,0,2,113,60000,84,77,1
2,2,2,141,95000,84,77,1
2,2,2,141,85000,84,77,1
2,3,2,141,250000,84,77,1
2,3,2,141,172500,84,77,1
2,2,2,141,112500,31,29,1
2,2,2,141,87500,31,29,1
2,3,2,141,150000,31,29,1
2,3,2,141,112500,31,29,1
2,2,2,141,174600,84,77,1
2,2,2,141,116400,84,77,1
2,3,2,266,308000,84,77,1
2,3,2,266,202300,84,77,1
2,3,2,194,228000,12,11,1
2,3,2,194,178000,12,11,1
2,3,2,194,200117,84,77,1
2,3,2,266,210000,12,11,1
2,3,2,266,140000,12,11,1
2,3,2,254,300000,84,77,1
2,3,2,254,180000,84,77,1
2,3,2,194,199500,84,77,1
2,3,2,194,97400,84,77,1
2,2,2,97,244700,84,77,1
2,2,2,97,136800,84,77,1
2,2,2,97,120000,84,77,1
2,2,2,97,85000,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,244700,84,77,1
2,3,2,97,183800,84,77,1
2,3,2,97,200000,84,77,1
2,3,2,97,160000,84,77,1
2,0,2,84,134770,84,77,1
2,0,2,84,66578,84,77,1
2,2,2,84,154000,84,77,1
2,2,2,84,105000,84,77,1
2,2,2,91,140000,84,77,1
2,2,2,91,110000,84,77,1
2,2,2,84,95000,84,77,1
2,2,2,84,70000,84,77,1
2,3,2,276,231000,84,77,1
2,3,2,276,154000,84,77,1
2,2,2,266,170000,84,77,1
2,2,2,266,120000,84,77,1
2,0,2,4,57146,4,5,1
2,0,2,4,42866,4,5,1
2,2,2,266,149500,12,11,1
2,2,2,266,149500,12,11,1
2,2,2,266,174000,84,77,1
2,2,2,266,147900,84,77,1
2,3,2,175,200000,84,77,1
2,3,2,175,150000,84,77,1
2,0,2,161,110240,84,77,1
2,0,2,161,39500,84,77,1
2,3,2,55,214800,84,77,1
2,3,2,55,171800,84,77,1
2,3,2,266,201500,84,77,1
2,3,2,266,183000,84,77,1
2,3,2,266,140000,12,11,1
2,3,2,266,85000,12,11,1
2,3,2,266,140000,84,77,1
2,3,2,266,85000,84,77,1
2,2,2,264,223500,84,77,1
2,2,2,264,94200,84,77,1
2,2,2,266,189000,84,77,1
2,2,2,266,136600,84,77,1
2,3,2,266,251600,84,77,1
2,3,2,266,96800,84,77,1
2,2,2,168,145000,12,11,1
2,2,2,168,95000,12,11,1
2,2,2,168,145000,12,11,1
2,2,2,168,95000,12,11,1
2,3,2,24,160000,84,77,1
2,3,2,24,110000,84,77,1
2,2,2,241,140000,84,77,1
2,2,2,241,116000,84,77,1
2,3,2,266,178000,84,77,1
2,3,2,266,125000,84,77,1
2,2,2,47,182000,84,77,1
2,2,2,47,130000,84,77,1
2,2,2,24,159000,12,11,1
2,2,2,24,109000,12,11,1
2,2,2,253,264200,84,77,1
2,2,2,253,143100,84,77,1
2,2,2,211,196000,84,77,1
2,2,2,211,134000,84,77,1
2,3,2,211,202000,84,77,1
2,3,2,211,143000,84,77,1
2,3,2,265,264200,84,77,1
2,3,2,265,143100,84,77,1
2,3,2,211,297900,84,77,1
2,3,2,211,202900,84,77,1
2,3,2,256,115000,84,77,1
2,3,2,256,85000,84,77,1
2,3,2,35,250200,84,77,1
2,3,2,35,117200,84,77,1
2,3,2,141,199500,84,77,1
2,3,2,141,86700,84,77,1
2,3,2,84,133183,5,6,1
2,3,2,84,120859,5,6,1
2,2,2,84,150000,84,77,1
2,2,2,84,135000,84,77,1
2,2,2,84,157500,84,77,1
2,2,2,84,90000,84,77,1
2,0,2,84,90000,84,77,1
2,0,2,84,50000,84,77,1
2,0,2,84,60000,31,29,1
2,0,2,84,50000,31,29,1
2,3,2,219,178200,84,77,1
2,3,2,219,74800,84,77,1
2,2,2,97,312200,84,77,1
2,2,2,97,175800,84,77,1
2,3,2,97,105000,84,77,1
2,3,2,97,105000,84,77,1
2,2,2,97,92500,84,77,1
2,2,2,97,53500,84,77,1
2,0,2,241,133000,84,77,1
2,0,2,241,98080,84,77,1
2,3,2,168,175300,84,77,1
2,3,2,168,142020,84,77,1
2,3,2,266,209700,84,77,1
2,3,2,266,123300,84,77,1
2,2,2,161,102147,12,11,1
2,2,2,161,79874,12,11,1
2,3,2,6,236220,84,77,1
2,3,2,6,157488,84,77,1
2,2,2,211,61267,84,77,1
2,2,2,211,56331,84,77,1
2,0,2,238,34666,77,72,1
2,0,2,238,21333,77,72,1
2,3,2,266,223500,84,77,1
2,3,2,266,94200,84,77,1
2,3,2,253,175392,84,77,1
2,3,2,253,122774,84,77,1
2,3,2,241,200000,84,77,1
2,3,2,241,160000,84,77,1
2,0,3,81,66000,84,77,1
2,0,3,81,36000,84,77,1
2,0,2,24,80000,84,77,1
2,0,2,24,75000,84,77,1
2,2,2,266,159600,12,11,1
2,2,2,266,83600,12,11,1
2,3,2,169,284000,84,77,1
2,3,2,169,189000,84,77,1
2,2,2,168,183600,84,77,1
2,2,2,168,121900,84,77,1
2,2,2,161,178200,84,77,1
2,2,2,161,81500,84,77,1
2,3,2,266,223500,84,77,1
2,3,2,266,94200,84,77,1
2,0,2,254,250000,84,77,1
2,0,2,254,113500,84,77,1
2,2,2,251,77477,5,6,1
2,2,2,251,73073,5,6,1
2,3,2,266,253000,12,11,1
2,3,2,266,135800,12,11,1
2,0,2,266,110240,84,77,1
2,0,2,266,39500,84,77,1
2,2,2,161,187300,84,77,1
2,2,2,161,100900,84,77,1
2,3,2,141,186000,84,77,1
2,3,2,141,153600,84,77,1
2,3,2,97,187000,84,77,0
2,3,2,97,124000,84,77,0
2,2,2,97,78000,84,77,1
2,2,2,97,72000,84,77,1
2,2,2,97,172000,84,77,1
2,2,2,97,75600,84,77,1
2,3,2,97,172000,84,77,1
2,3,2,97,75600,84,77,1
2,3,2,97,135000,84,77,1
2,3,2,97,120000,84,77,1
2,3,2,97,230000,84,77,1
2,3,2,97,200000,84,77,1
2,3,2,97,180000,84,77,1
2,3,2,97,166400,84,77,1
2,3,2,94,242900,84,77,1
2,3,2,94,145700,84,77,1
2,3,2,139,98500,84,77,1
2,3,2,139,71500,84,77,1
2,0,2,106,172000,84,77,1
2,0,2,106,75600,84,77,1
2,3,2,41,142826,84,77,1
2,3,2,41,79348,84,77,1
2,3,2,64,138000,84,77,1
2,3,2,64,120000,84,77,1
2,2,2,144,95000,84,77,1
2,2,2,144,80000,84,77,1
2,3,2,141,171814,84,77,1
2,3,2,141,92920,84,77,1
2,2,2,141,154960,84,77,1
2,2,2,141,86320,84,77,1
2,0,2,84,137000,84,77,1
2,0,2,84,60400,84,77,1
2,0,2,84,139360,84,77,1
2,0,2,84,81453,84,77,1
2,0,2,84,126170,84,77,1
2,0,2,84,97495,84,77,1
2,0,2,84,80000,84,77,1
2,0,2,84,65000,84,77,1
2,2,2,120,111425,84,77,1
2,2,2,120,66851,84,77,1
2,3,2,120,115000,84,77,1
2,3,2,120,90000,84,77,1
2,2,2,38,247800,84,77,1
2,2,2,38,151800,84,77,1
2,3,2,211,246000,84,77,1
2,3,2,211,118000,84,77,1
2,3,2,264,160000,84,77,1
2,3,2,264,140000,84,77,1
2,3,2,266,310919,84,77,1
2,3,2,266,207279,84,77,1
2,2,2,253,167981,84,77,1
2,2,2,253,137439,84,77,1
2,2,2,38,110000,84,77,1
2,2,2,38,110000,84,77,1
2,3,2,29,107760,84,77,1
2,3,2,29,64160,84,77,1
2,3,2,266,200000,84,77,1
2,3,2,266,96000,84,77,1
2,2,2,211,175200,84,77,1
2,2,2,211,97300,84,77,1
2,3,2,24,142826,84,77,1
2,3,2,24,79348,84,77,1
2,3,2,141,176000,84,77,1
2,3,2,141,136000,84,77,1
2,2,2,161,272000,84,77,1
2,2,2,161,130000,84,77,1
2,3,2,97,125000,84,77,1
2,3,2,97,115000,84,77,1
2,3,2,97,125000,84,77,1
2,3,2,97,115000,84,77,1
2,3,2,244,125000,84,77,1
2,3,2,244,115000,84,77,1
2,2,2,161,120000,12,11,1
2,2,2,161,115000,12,11,1
2,3,2,278,217311,84,77,1
2,3,2,278,144501,84,77,1
2,2,2,211,172500,12,11,1
2,2,2,211,101500,12,11,1
2,3,2,266,230000,84,77,1
2,3,2,266,90000,84,77,1
2,3,2,266,230000,84,77,1
2,3,2,266,80000,84,77,1
2,2,2,97,112320,84,77,1
2,2,2,97,68640,84,77,1
2,2,2,97,121100,84,77,1
2,2,2,97,71500,84,77,1
2,3,2,254,180000,84,77,1
2,3,2,84,145300,84,77,1
2,3,2,84,72700,84,77,1
2,0,2,141,98153,84,77,1
2,0,2,141,57737,84,77,1
2,3,2,194,230000,84,77,1
2,3,2,194,105000,84,77,1
2,0,2,113,140000,84,77,1
2,0,2,113,125000,84,77,1
2,3,2,120,157450,84,77,1
2,3,2,120,87100,84,77,1
2,3,2,161,183300,84,77,1
2,3,2,161,101400,84,77,1
2,3,2,24,146423,84,77,1
2,3,2,24,120973,84,77,1
2,3,2,168,189750,84,77,1
2,3,2,168,104000,84,77,1
2,3,2,262,180000,84,77,1
2,0,2,24,192100,84,77,1
2,0,2,24,52000,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,3,2,168,304750,84,77,1
2,3,2,168,164000,84,77,1
2,3,2,269,215000,12,11,1
2,3,2,269,98076,12,11,1
2,3,2,266,190000,12,11,1
2,3,2,266,89423,12,11,1
2,3,2,264,201250,84,77,1
2,3,2,264,154960,84,77,1
2,3,2,81,176300,84,77,1
2,3,2,81,97600,84,77,1
2,3,2,168,272000,84,77,1
2,3,2,168,225000,84,77,1
2,3,2,168,141000,84,77,1
2,2,2,26,143750,84,77,1
2,2,2,26,93750,84,77,1
2,3,2,141,323400,84,77,1
2,3,2,141,22300,84,77,1
2,3,2,88,145537,84,77,1
2,3,2,88,119076,84,77,1
2,2,2,194,333000,84,77,1
2,2,2,194,189000,84,77,1
2,3,2,35,219100,84,77,1
2,3,2,35,118500,84,77,1
2,3,2,97,146000,84,77,1
2,3,2,97,78900,84,77,1
2,3,2,241,228700,84,77,1
2,3,2,241,121800,84,77,1
2,3,2,14,265200,84,77,1
2,3,2,14,192900,84,77,1
2,3,2,266,178000,84,77,1
2,3,2,266,134000,84,77,1
2,0,2,250,75600,84,77,1
2,0,2,250,43888,84,77,1
2,3,2,160,142896,84,77,1
2,3,2,160,99208,84,77,1
2,2,2,24,90510,84,77,1
2,2,2,24,55530,84,77,1
2,3,2,265,234200,84,77,1
2,3,2,265,124000,84,77,1
2,2,2,194,223600,84,77,0
2,2,2,194,129300,84,77,0
2,3,2,241,307900,84,77,0
2,3,2,241,178100,84,77,0
2,3,2,97,289400,84,77,1
2,3,2,97,206700,84,77,1
2,3,2,97,289400,84,77,1
2,3,2,97,206700,84,77,1
2,3,2,97,289400,84,77,1
2,3,2,97,206700,84,77,1
2,3,2,97,289400,84,77,1
2,3,2,97,206700,84,77,1
2,1,2,97,179200,84,77,1
2,1,2,97,179200,84,77,1
2,3,2,194,290500,84,77,1
2,3,2,194,179000,84,77,1
2,3,2,261,100000,84,77,1
2,3,2,261,100000,84,77,1
2,1,2,168,203800,84,77,1
2,1,2,168,203800,84,77,1
2,2,2,24,89000,12,11,1
2,2,2,24,80000,12,11,1
2,3,2,266,124700,84,77,1
2,3,2,266,124700,84,77,1
2,2,2,38,58106,31,29,1
2,2,2,38,46155,31,29,1
2,2,2,141,170100,84,77,1
2,2,2,141,105000,84,77,1
2,2,2,141,196500,84,77,1
2,2,2,141,97300,84,77,1
2,3,2,141,120000,84,77,1
2,3,2,141,100000,84,77,1
2,3,2,141,295490,84,77,1
2,3,2,141,243000,84,77,1
2,3,2,141,192000,84,77,1
2,3,2,141,310270,84,77,1
2,3,2,141,253430,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,135000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
2,3,2,141,160000,84,77,1
2,3,2,141,110000,84,77,1
